command,mean,stddev,median,user,system,min,max,parameter_width
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 185,0.009020370921428572,0.001116072348343799,0.008654633500000002,0.006229596428571424,0.002510314285714285,0.007100349000000001,0.011266581000000001,185
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.11332624249999998,0.0017907371779862554,0.11279032650000001,0.11144357692307692,0.004558,0.10985847100000001,0.116612136,190
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.2026368770714286,0.002311263429359811,0.20310330650000002,0.19808692857142854,0.009674,0.198747834,0.205768313,190
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 190,0.009846013110294117,0.0011323851540293965,0.010225674,0.007370694852941175,0.002229654411764705,0.007067742,0.011541497000000001,190
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 195,0.11385397703999998,0.00198720408465249,0.11385684600000001,0.11128219999999998,0.0044023199999999995,0.10919972,0.116892698,195
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 195,0.20626752057142858,0.0025961991098204336,0.2056865475,0.20267507142857144,0.007587285714285715,0.20162216700000002,0.20987059800000002,195
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 195,0.009697775620209062,0.0010805729570093842,0.010055954,0.007263616724738673,0.0022453414634146323,0.00696598,0.012194933000000002,195
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.11432729603846156,0.002111756770512541,0.114017297,0.11251526923076925,0.004388192307692307,0.11123039100000001,0.12092451300000001,200
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.2088485295714286,0.003611644524104578,0.20778769550000004,0.20288607142857143,0.011426785714285712,0.20486811600000002,0.21783305800000002,200
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 200,0.009674912135714291,0.0010992027714120571,0.010016901500000001,0.007037528571428572,0.002421510714285713,0.006950156000000001,0.012496599,200
