command,mean,stddev,median,user,system,min,max
bench/ad_bench/output/indirect_prop_t,0.12793940627272726,0.014409821461347049,0.125708669,0.06982122727272727,0.053946272727272725,0.10621810100000001,0.159750365
bench/ad_bench/output/naive,1.0769506331999998,0.04432358168815587,1.065373692,0.2521736,0.8084233333333334,1.014964659,1.186147807
bench/ad_bench/output/no_alloc,0.122753806625,0.009898939874083867,0.12422421050000002,0.06804079166666666,0.05357283333333335,0.10383278800000001,0.139837723
bench/ad_bench/output/ptr_dbl_cast,0.12446974864285716,0.017664169531439324,0.12093076550000001,0.06678810714285714,0.05327296428571428,0.099508276,0.16893348
bench/chameneos_bench/output/chameneos_actors,0.0010695315263157877,0.0002622243254485037,0.0010009375,0.0005095330477356186,0.00008238708690330478,0.000670565,0.0025791530000000003
bench/chameneos_bench/output/chameneos_effect_actors,0.0008875879858330776,0.00011409778051371955,0.0008795430000000001,0.0005468099784416382,0.00005864829072990449,0.000707756,0.0017250400000000002
bench/chameneos_bench/output/chameneos_effect_direct,0.000530831005038938,0.00009584495759299112,0.0005235950000000001,0.00016199587723316521,0.00002520797068254696,0.000366655,0.001679712
bench/exception_bench/output/cpp,0.14534977664999998,0.002622060578426365,0.14555097300000003,0.14448940000000002,0.0005946,0.140947829,0.151705323
bench/exception_bench/output/libseff,0.1470279363809524,0.0039739690566362425,0.147140572,0.014429380952380949,0.13193538095238097,0.13877002100000002,0.15872992900000002
bench/exception_bench/output/libseff_norecycle,0.009231365722772288,0.00233812074291872,0.007939738000000002,0.007876663366336634,0.0002567945544554456,0.006788804000000001,0.01626698
bench/exception_nested_bench/output/cpp,0.008594035177777785,0.0004966764678373846,0.00846706,0.006795669841269833,0.0003200095238095238,0.007945082000000001,0.011118094
bench/exception_nested_bench/output/libseff,0.1886615612,0.011266446064984602,0.19330513700000002,0.025671066666666662,0.16178066666666666,0.17149064900000002,0.20141075200000003
bench/exception_nested_bench/output/libseff_norecycle,0.7839272144000001,0.04321908813712619,0.7674926280000001,0.08229599999999998,0.7006308666666666,0.7364502190000001,0.8681115960000001
bench/exception_rethrow_bench/output/cpp,1.2357078157333332,0.018981209756999014,1.2335509390000001,1.2350696,0.0002665333333333333,1.213318074,1.279597381
bench/exception_rethrow_bench/output/libseff,0.7081644926,0.04304849614751711,0.689907491,0.07172953333333335,0.6358798666666666,0.677556895,0.8119654070000001
bench/exception_rethrow_bench/output/libseff_norecycle,0.056453296942307704,0.0011835735353688953,0.056280211000000004,0.05539682692307693,0.0005216346153846154,0.054396545000000004,0.060989308000000006
bench/handler_stack_bench/output/massive,0.021866881638297864,0.0009137122463087312,0.021898335,0.019878929078014175,0.001574014184397163,0.020113539,0.027994959000000003
bench/handler_stack_bench/output/mid,0.022025259922535206,0.0009249210088185532,0.021984767500000002,0.020224260563380284,0.0015062605633802816,0.020192408000000002,0.028517537000000003
bench/handler_stack_bench/output/real,0.02132497661428572,0.0006889417801869783,0.0213967745,0.01995695,0.0010023428571428572,0.019685183000000002,0.023865481
bench/handler_stack_bench/output/thin,0.021590019489361702,0.0010180311545461426,0.021534343,0.02006673758865248,0.0012634964539007091,0.019927934,0.026399633000000002
bench/handler_stack_bench/output/wide,0.02191767617829456,0.0006906878370046171,0.021938423000000002,0.01979361240310077,0.001688558139534884,0.020046302000000002,0.024029814
bench/skynet_bench/output/libseff,0.08017523185714286,0.001858398906694197,0.08025264600000001,0.07918065714285713,0.0005549428571428571,0.076863076,0.085876638
bench/skynet_bench/output/libseff_async,0.07580521520512822,0.0035416503494065795,0.075955716,0.5912398205128203,0.0030683589743589748,0.06663182100000001,0.08347473000000001
bench/skynet_bench/output/libseff_async_tk,0.08951875503125,0.0037891186789023906,0.09080879550000001,0.6632962187499999,0.0240180625,0.08277986100000001,0.094648253
bench/skynet_bench/output/libseff_scheff_poll,0.3810171982666667,0.05626514580092406,0.398041393,2.9766003333333324,0.0412896,0.234244639,0.465155036
bench/skynet_bench/output/libseff_scheff_sleep,0.09119035015151516,0.002306447799795825,0.090562029,0.6128830000000001,0.05482884848484848,0.08766441000000001,0.096926499
bench/skynet_syscall_bench/output/libseff,1.8439103115999997,0.11644351349997623,1.8712696270000002,0.22721846666666662,1.6146795999999999,1.648399939,1.966970124
bench/skynet_syscall_bench/output/libseff_opt,0.4735209210666667,0.024965663266353067,0.47148637200000004,0.10930773333333334,0.36397633333333324,0.45173052900000005,0.559970783
bench/state_bench/output/c,0.015389387047619048,0.0008483437149644438,0.015285835000000001,0.014439433862433864,0.00038239153439153443,0.013650540000000001,0.018685774000000002
bench/state_bench/output/cpp-effects,1.2362631161999997,0.009091092115894145,1.2388704320000001,1.2352271333333331,0.0007985333333333333,1.21962285,1.250181121
bench/state_bench/output/libhandler_general,6.287580819933331,0.1299741811147425,6.260746465,4.1899288,2.0968314666666665,6.075212243,6.492356109
