command,mean,stddev,median,user,system,min,max
bench/ad_bench/output/indirect_prop_t,0.10901387439285716,0.003643725658308656,0.1082216425,0.07286574999999998,0.03529421428571429,0.10430251,0.12069136500000001
bench/ad_bench/output/naive,0.8679893252666667,0.09373053133011962,0.8387341020000001,0.2865691999999999,0.5807268000000001,0.790185181,1.059284233
bench/ad_bench/output/no_alloc,0.11554882593333334,0.026006203190029872,0.108695916,0.06853493333333334,0.04615126666666667,0.105196016,0.209248694
bench/ad_bench/output/ptr_dbl_cast,0.11718864760000004,0.026104284044368695,0.111860549,0.07388286666666667,0.041899066666666665,0.10433766000000001,0.21103759800000002
bench/chameneos_bench/output/chameneos_actors,0.002629087014097745,0.00014400401403576494,0.0026006675,0.0020243157894736844,0.00027630451127819546,0.0023577290000000002,0.0038269880000000004
bench/chameneos_bench/output/chameneos_effect_actors,0.003358693118551047,0.00018247720169269608,0.003335765,0.002591904500548846,0.0003973578485181121,0.0030688290000000003,0.00524218
bench/chameneos_bench/output/chameneos_effect_direct,0.0009506930336646374,0.00006997214506635575,0.0009359110000000001,0.0005976736133376078,0.00007188041038794484,0.0008216530000000001,0.0018937860000000002
bench/exception_bench/output/cpp,0.14048789364999997,0.0019515879618816035,0.14074904400000002,0.1394666,0.00039585,0.13684874600000002,0.14312264900000002
bench/exception_bench/output/libseff,0.14011124733333336,0.00821722124913494,0.13870944100000002,0.013514285714285711,0.1260355714285714,0.13577472100000001,0.175502673
bench/exception_bench/output/libseff_norecycle,0.010205681217993076,0.0002491813905329928,0.010201316,0.008401975778546712,0.0011616678200692039,0.009662704000000001,0.011036914
bench/exception_nested_bench/output/cpp,0.007877140008379892,0.00030943942882566254,0.007855536,0.006778120111731847,0.00043495251396648044,0.0071894920000000005,0.009310663
bench/exception_nested_bench/output/libseff,0.7291678951333334,0.08415759302931487,0.686142064,0.07556473333333334,0.6527455333333335,0.667080784,0.901847311
bench/exception_nested_bench/output/libseff_norecycle,0.8003794278666667,0.09011305959683347,0.745716734,0.08348133333333332,0.7157653333333333,0.7206015210000001,0.9481253620000001
bench/exception_rethrow_bench/output/cpp,1.2260718904666665,0.016096218821355524,1.228422963,1.2247914,0.0005324,1.203334684,1.258163329
bench/exception_rethrow_bench/output/libseff,0.8226481484000001,0.10854573802700913,0.744600302,0.09863913333333332,0.7231605999999999,0.72277628,0.991963934
bench/exception_rethrow_bench/output/libseff_norecycle,0.08280942171428572,0.0022842467915066547,0.08224110700000001,0.0766678,0.0049873999999999995,0.078567592,0.089570983
bench/handler_stack_bench/output/local,0.7754996402666667,0.015571482365079112,0.771574572,0.7700943333333333,0.004524866666666666,0.753811836,0.805414465
bench/handler_stack_bench/output/massive,0.6994330044666667,0.015381462759683674,0.693203718,0.6936946666666667,0.005056799999999999,0.6844743980000001,0.7420814440000001
bench/handler_stack_bench/output/mid,0.03533576846428571,0.0017937821578624987,0.034984075,0.032607357142857146,0.0014725952380952381,0.032035432,0.039418565
bench/handler_stack_bench/output/real,0.07085681461904761,0.0018202114008175375,0.070246802,0.06747190476190475,0.0020327142857142857,0.06798285500000001,0.076658997
bench/handler_stack_bench/output/thin,0.03100774660000001,0.0014888279181288727,0.030948780000000002,0.028342657142857153,0.0018079523809523804,0.028007676000000002,0.035683065
bench/handler_stack_bench/output/wide,0.13651267374999998,0.005849584043841876,0.13811759750000002,0.13352595000000003,0.0025823999999999995,0.12336076500000001,0.148308153
bench/skynet_bench/output/libseff,0.13751128835,0.003517098011780036,0.13679848700000002,0.12785114999999997,0.0087396,0.131835999,0.146503612
bench/skynet_bench/output/libseff_async,0.0905131119117647,0.0030364109511574764,0.09026429,0.6253929411764705,0.06281152941176472,0.08532552900000001,0.09756624600000001
bench/skynet_bench/output/libseff_async_tk,0.11011516555172413,0.00424209820560939,0.11114242,0.6959634482758621,0.1081746896551724,0.101293143,0.11779561100000001
bench/skynet_bench/output/libseff_scheff_poll,0.6756688756,0.047235279205930354,0.679961907,5.267856266666667,0.08792886666666666,0.5858193340000001,0.743292241
bench/skynet_bench/output/libseff_scheff_sleep,0.10532315553571427,0.0021050800515519316,0.10510962700000001,0.5265587857142857,0.1795438571428571,0.101858847,0.112347657
bench/skynet_syscall_bench/output/libseff,1.8441616744,0.08064344151331125,1.859426064,0.27680720000000003,1.5653554666666665,1.6876166060000002,1.940907962
bench/skynet_syscall_bench/output/libseff_opt,0.6551472010666667,0.04678608210854819,0.6335437580000001,0.16908199999999998,0.4823424,0.619759582,0.781487182
bench/state_bench/output/c,0.015018560346534662,0.0006628088591978106,0.014987232,0.013985514851485154,0.0002786831683168317,0.013497816000000001,0.017253509
bench/state_bench/output/cpp-effects,1.2206885660666666,0.011924503509568554,1.219767793,1.2195392666666665,0.0005326666666666667,1.196098398,1.244032317
bench/state_bench/output/libhandler_general,6.4747776715333325,0.18375117504018593,6.462193016,4.1393992,2.3343608000000002,6.191211499,6.8160008350000005
bench/state_bench/output/libhandler_tail,0.10389107124999997,0.0022402059409011785,0.10369091050000001,0.10319914285714286,0.00013764285714285715,0.10017126600000001,0.108938537
bench/state_bench/output/libhandler_tail_noop,0.08104645016216216,0.0016174691576653277,0.080961167,0.08054710810810811,0.00010381081081081081,0.07735705100000001,0.084309558
bench/state_bench/output/libmpeff_multi,0.8110602638666667,0.013255977992287837,0.8101062450000001,0.8100431999999999,0.00026626666666666667,0.7969474080000001,0.8534440990000001
bench/state_bench/output/libmpeff_once,0.6402069232666666,0.0077966396035885396,0.6412235070000001,0.6391503999999999,0.0005309333333333333,0.624571045,0.652386743
bench/state_bench/output/libmpeff_scoped,0.7967054491333333,0.007894268469051745,0.7931326780000001,0.7957086,0,0.7893693230000001,0.8194718790000001
bench/state_bench/output/libmpeff_scoped_once,0.5534346917333335,0.005417857809031884,0.553037438,0.5521695999999999,0.0007953999999999999,0.5448922420000001,0.562426525
bench/state_bench/output/libmpeff_tail,0.07567332200000002,0.0008663645375036996,0.0757947425,0.07439605000000002,0.0003874,0.07300698500000001,0.07837004800000001
bench/state_bench/output/libmpeff_tail_noop,0.047714444524590165,0.0009730278816692014,0.047599484000000004,0.046397360655737706,0.00024249180327868853,0.045251725,0.05065801700000001
bench/state_bench/output/libmprompt,0.5388130506666667,0.007735248568317561,0.537618743,0.5379096,0.00026546666666666665,0.529335278,0.556565002
bench/state_bench/output/libseff,0.7018058843333334,0.017188623135463207,0.7006062460000001,0.5464571333333332,0.15396586666666665,0.679553925,0.7424932200000001
