command,mean,stddev,median,user,system,min,max,parameter_width
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 150,0.02844338620000001,0.003823734756991702,0.02754268,0.022783837499999997,0.005216524999999998,0.022636367,0.037259395,150
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 150,0.02565452360162601,0.0010750322009989597,0.025465572000000002,0.020521707317073177,0.004771146341463415,0.023435852,0.028682895000000003,150
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 150,0.08633490142424244,0.0020903114589622468,0.086171887,0.08021599999999998,0.005383666666666666,0.083072088,0.09018656700000001,150
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.0864810924857143,0.0023834007861897105,0.08613277100000001,0.08132454285714284,0.004756742857142857,0.08303292000000001,0.09394107500000001,160
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.008111378051359513,0.0010622146806007352,0.007587873,0.005653432024169183,0.002192450151057401,0.00688297,0.010893271000000001,160
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.08719776673529413,0.003270835730645862,0.0877227575,0.08165947058823529,0.005017999999999999,0.079675856,0.09305614400000001,160
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.03634190376190477,0.0011046700016625873,0.036222636,0.030143047619047625,0.005635964285714284,0.033949986,0.039062364,160
libseff_binsearch_clever_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.03412295640659341,0.0015309061499720782,0.034152032,0.028453142857142857,0.005003274725274726,0.031492135000000004,0.039865267,160
libseff_automem_repo/bench/handler_stack_bench/output/massive 1000 1000 160,0.08694604002857144,0.002438064946075757,0.086531696,0.08216877142857142,0.004409085714285716,0.082645855,0.09348826,160
libseff_master_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.09728739013333333,0.0034216896002631234,0.09761535900000001,0.09083223333333333,0.006106599999999999,0.09122759300000001,0.10362344000000001,170
libseff_working_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.00941077514320987,0.0010350886108066919,0.009864517000000001,0.0066629111111111165,0.0022843012345679014,0.006752279000000001,0.011032695,170
libseff_new_and_improved_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.1060436730357143,0.004192351824982289,0.1072165035,0.0994358214285714,0.005949071428571429,0.09353117000000001,0.11168889300000001,170
libseff_binsearch_repo/bench/handler_stack_bench/output/massive 1000 1000 170,0.026572417727272733,0.0035447232091800466,0.025376922500000003,0.020569236363636376,0.005529900000000001,0.022275229,0.034829509,170
